source,term_name,term_id,highlighted,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,intersections
GO:BP,regulation of metabolic process,GO:0019222,FALSE,0.03944799812667270,1.4039750311009200,2602,307,70,15906,"OS03G0370000,OS07G0184800,OS04G0605100,OS01G0174000,OS02G0752800,OS01G0900800,OS03G0799000,OS07G0568300,OS01G0185900,OS07G0688200,OS08G0535800,OS02G0766700,OS03G0169600,OS04G0665600,OS07G0581700,OS03G0214200,OS07G0684900,OS05G0129300,OS04G0648900,OS02G0265200,OS01G0124100,OS06G0496400,OS02G0791300,OS06G0662200,OS02G0713700,OS08G0490100,OS02G0671300,OS01G0124650,OS01G0141000,OS04G0586200,OS03G0237250,OS03G0860100,OS03G0811400,OS12G0634500,OS02G0698800,OS06G0166400,OS01G0625300,OS09G0474000,OS09G0410700,OS08G0487100,OS02G0649300,OS11G0705900,OS03G0823400,OS03G0191900,OS10G0376900,OS06G0594400,OS01G0693400,OS04G0541700,OS07G0602900,OS04G0580300,OS07G0119300,OS01G0908200,OS01G0167400,OS11G0246200,OS03G0764600,OS06G0284500,OS03G0270000,OS05G0549800,OS06G0562200,OS06G0107800,OS07G0589000,OS04G0690600,OS07G0606600,OS02G0638650,OS01G0624700,OS02G0232000,OS02G0191600,OS11G0184900,OS07G0182000,OS03G0609500"
GO:BP,pigment biosynthetic process,GO:0046148,FALSE,0.03960916121711730,1.4022043543297300,68,307,6,15906,"OS04G0448900,OS03G0125100,OS12G0626400,OS10G0567400,OS05G0408900,OS10G0533500"
GO:BP,apocarotenoid metabolic process,GO:0043288,FALSE,0.03995542023775990,1.3984242972091800,14,307,3,15906,"OS04G0448900,OS03G0645900,OS12G0617400"
GO:BP,DNA-templated transcription,GO:0006351,FALSE,0.03995542023775990,1.3984242972091800,1984,307,56,15906,"OS04G0605100,OS01G0174000,OS02G0752800,OS01G0900800,OS01G0185900,OS07G0688200,OS08G0535800,OS02G0766700,OS03G0169600,OS04G0665600,OS07G0581700,OS03G0214200,OS07G0684900,OS05G0129300,OS04G0648900,OS02G0265200,OS06G0496400,OS02G0791300,OS06G0662200,OS02G0713700,OS08G0490100,OS02G0671300,OS01G0141000,OS04G0586200,OS03G0237250,OS03G0860100,OS03G0811400,OS12G0634500,OS02G0698800,OS06G0166400,OS01G0625300,OS09G0474000,OS09G0410700,OS08G0487100,OS02G0649300,OS11G0705900,OS03G0191900,OS10G0376900,OS01G0693400,OS04G0541700,OS07G0602900,OS04G0580300,OS07G0119300,OS03G0764600,OS06G0284500,OS03G0270000,OS05G0549800,OS06G0107800,OS04G0690600,OS07G0606600,OS02G0638650,OS01G0624700,OS02G0232000,OS02G0191600,OS11G0184900,OS07G0182000"
GO:BP,isoprenoid biosynthetic process,GO:0008299,FALSE,0.03995542023775990,1.3984242972091800,147,307,9,15906,"OS04G0448900,OS03G0125100,OS03G0203200,OS12G0626400,OS05G0408900,OS03G0645900,OS10G0533500,OS06G0599200,OS12G0617400"
GO:BP,abscisic acid metabolic process,GO:0009687,FALSE,0.03995542023775990,1.3984242972091800,14,307,3,15906,"OS04G0448900,OS03G0645900,OS12G0617400"
GO:BP,cellular response to inorganic substance,GO:0071241,FALSE,0.03995542023775990,1.3984242972091800,14,307,3,15906,"OS01G0704100,OS02G0112100,OS02G0112600"
GO:BP,tertiary alcohol metabolic process,GO:1902644,FALSE,0.03995542023775990,1.3984242972091800,14,307,3,15906,"OS04G0448900,OS03G0645900,OS12G0617400"
GO:BP,response to nitrogen compound,GO:1901698,FALSE,0.0401491705687503,1.3963234222691300,94,307,7,15906,"OS04G0665600,OS10G0554200,OS04G0543900,OS01G0704100,OS02G0595900,OS02G0112100,OS02G0112600"
GO:BP,RNA biosynthetic process,GO:0032774,FALSE,0.04040029639574030,1.3936154486873600,1993,307,56,15906,"OS04G0605100,OS01G0174000,OS02G0752800,OS01G0900800,OS01G0185900,OS07G0688200,OS08G0535800,OS02G0766700,OS03G0169600,OS04G0665600,OS07G0581700,OS03G0214200,OS07G0684900,OS05G0129300,OS04G0648900,OS02G0265200,OS06G0496400,OS02G0791300,OS06G0662200,OS02G0713700,OS08G0490100,OS02G0671300,OS01G0141000,OS04G0586200,OS03G0237250,OS03G0860100,OS03G0811400,OS12G0634500,OS02G0698800,OS06G0166400,OS01G0625300,OS09G0474000,OS09G0410700,OS08G0487100,OS02G0649300,OS11G0705900,OS03G0191900,OS10G0376900,OS01G0693400,OS04G0541700,OS07G0602900,OS04G0580300,OS07G0119300,OS03G0764600,OS06G0284500,OS03G0270000,OS05G0549800,OS06G0107800,OS04G0690600,OS07G0606600,OS02G0638650,OS01G0624700,OS02G0232000,OS02G0191600,OS11G0184900,OS07G0182000"
GO:BP,isoprenoid metabolic process,GO:0006720,FALSE,0.04329578267473510,1.363554405039050,179,307,10,15906,"OS04G0448900,OS03G0125100,OS03G0203200,OS12G0626400,OS05G0408900,OS03G0645900,OS10G0533500,OS05G0560900,OS06G0599200,OS12G0617400"
GO:BP,monoatomic anion transmembrane transport,GO:0098656,TRUE,0.045264001403893700,1.3442470564171500,50,307,5,15906,"OS06G0143700,OS08G0300300,OS05G0269200,OS09G0484900,OS04G0618700"
GO:BP,monosaccharide transmembrane transport,GO:0015749,FALSE,0.04683708784465410,1.3294101155705200,31,307,4,15906,"OS07G0106200,OS07G0559700,OS02G0573500,OS02G0574100"
GO:BP,positive regulation of DNA-templated transcription,GO:0045893,FALSE,0.04723160062081530,1.3257673364684200,278,307,13,15906,"OS01G0174000,OS02G0766700,OS04G0665600,OS07G0581700,OS05G0129300,OS12G0634500,OS09G0474000,OS08G0487100,OS02G0649300,OS04G0541700,OS07G0606600,OS11G0184900,OS07G0182000"
GO:BP,hydrocarbon metabolic process,GO:0120252,TRUE,0.04723160062081530,1.3257673364684200,51,307,5,15906,"OS03G0125100,OS12G0626400,OS03G0645900,OS09G0451400,OS12G0617400"
GO:BP,positive regulation of RNA biosynthetic process,GO:1902680,FALSE,0.04723160062081530,1.3257673364684200,278,307,13,15906,"OS01G0174000,OS02G0766700,OS04G0665600,OS07G0581700,OS05G0129300,OS12G0634500,OS09G0474000,OS08G0487100,OS02G0649300,OS04G0541700,OS07G0606600,OS11G0184900,OS07G0182000"
GO:BP,regulation of amino acid transmembrane transport,GO:1903789,FALSE,0.048855856846836200,1.3110833655420800,5,307,2,15906,"OS02G0191800,OS06G0633100"
GO:BP,carbohydrate transmembrane transport,GO:0034219,FALSE,0.048855856846836200,1.3110833655420800,75,307,6,15906,"OS02G0301100,OS07G0106200,OS07G0559700,OS10G0360100,OS02G0573500,OS02G0574100"
GO:BP,regulation of amino acid export,GO:0080143,FALSE,0.048855856846836200,1.3110833655420800,5,307,2,15906,"OS02G0191800,OS06G0633100"
GO:BP,regulation of amino acid transport,GO:0051955,FALSE,0.048855856846836200,1.3110833655420800,5,307,2,15906,"OS02G0191800,OS06G0633100"
GO:BP,regulation of macromolecule metabolic process,GO:0060255,FALSE,0.048855856846836200,1.3110833655420800,2527,307,67,15906,"OS07G0184800,OS04G0605100,OS01G0174000,OS02G0752800,OS01G0900800,OS03G0799000,OS07G0568300,OS01G0185900,OS07G0688200,OS08G0535800,OS02G0766700,OS03G0169600,OS04G0665600,OS07G0581700,OS03G0214200,OS07G0684900,OS05G0129300,OS04G0648900,OS02G0265200,OS01G0124100,OS06G0496400,OS02G0791300,OS06G0662200,OS02G0713700,OS08G0490100,OS02G0671300,OS01G0124650,OS01G0141000,OS04G0586200,OS03G0237250,OS03G0860100,OS03G0811400,OS12G0634500,OS02G0698800,OS06G0166400,OS01G0625300,OS09G0474000,OS09G0410700,OS08G0487100,OS02G0649300,OS11G0705900,OS03G0823400,OS03G0191900,OS10G0376900,OS01G0693400,OS04G0541700,OS07G0602900,OS04G0580300,OS07G0119300,OS01G0908200,OS01G0167400,OS03G0764600,OS06G0284500,OS03G0270000,OS05G0549800,OS06G0562200,OS06G0107800,OS07G0589000,OS04G0690600,OS07G0606600,OS02G0638650,OS01G0624700,OS02G0232000,OS02G0191600,OS11G0184900,OS07G0182000,OS03G0609500"
GO:BP,regulation of organic acid transport,GO:0032890,FALSE,0.048855856846836200,1.3110833655420800,5,307,2,15906,"OS02G0191800,OS06G0633100"
GO:BP,amine transport,GO:0015837,FALSE,0.048855856846836200,1.3110833655420800,5,307,2,15906,"OS02G0191800,OS06G0633100"
GO:BP,olefinic compound biosynthetic process,GO:0120255,FALSE,0.048855856846836200,1.3110833655420800,33,307,4,15906,"OS04G0448900,OS03G0645900,OS09G0451400,OS12G0617400"
GO:BP,regulation of amine transport,GO:0051952,FALSE,0.048855856846836200,1.3110833655420800,5,307,2,15906,"OS02G0191800,OS06G0633100"
GO:BP,amino acid export across plasma membrane,GO:0032973,FALSE,0.048855856846836200,1.3110833655420800,5,307,2,15906,"OS02G0191800,OS06G0633100"
